Datapoint;Time;TimeDelta;Speed;SpeedDelta;SpeedAverage;Maxspeed;MaxspeedDelta;MaxspeedAverage;Angle;AngleDelta;Acceleration;AccelerationDelta;Distance;DistanceDelta
21632;1085.70;0.05;3.92;-0.15;5.18;3.82;-0.07;4.84;0.07;0.02;-3.06;-2.71;5603.23;0.20
21633;1085.75;0.05;3.90;-0.02;5.18;3.82;0.00;4.84;0.08;0.01;-0.31;2.74;5603.42;0.20
21634;1085.80;0.05;3.89;-0.01;5.18;3.74;-0.08;4.84;0.11;0.03;-0.29;0.02;5603.61;0.19
21635;1085.85;0.05;3.72;-0.16;5.18;3.40;-0.34;4.84;0.11;-0.00;-3.18;-2.89;5603.80;0.19
21636;1085.91;0.05;3.62;-0.11;5.18;3.35;-0.05;4.84;0.13;0.02;-1.95;1.23;5604.00;0.20
21637;1085.95;0.04;3.42;-0.20;5.18;3.28;-0.06;4.84;0.15;0.02;-4.58;-2.63;5604.15;0.15
21638;1086.00;0.05;3.38;-0.04;5.18;3.34;0.05;4.84;0.18;0.04;-0.70;3.88;5604.32;0.17
21639;1086.05;0.05;3.32;-0.06;5.18;3.30;-0.04;4.84;0.20;0.02;-1.17;-0.47;5604.49;0.17
21640;1086.10;0.05;3.31;-0.01;5.18;3.21;-0.09;4.84;0.21;0.01;-0.29;0.88;5604.66;0.16
21641;1086.15;0.05;3.25;-0.05;5.18;3.10;-0.11;4.84;0.22;0.01;-1.06;-0.77;5604.82;0.16
21642;1086.20;0.05;3.19;-0.07;5.18;3.08;-0.01;4.84;0.23;0.01;-1.28;-0.22;5604.98;0.17
21643;1086.25;0.05;3.19;-0.00;5.18;3.23;0.15;4.84;0.26;0.03;-0.01;1.27;5605.14;0.16
21644;1086.30;0.05;3.46;0.27;5.18;3.47;0.24;4.84;0.27;0.01;5.66;5.66;5605.31;0.17
21645;1086.35;0.05;3.46;0.00;5.18;3.33;-0.14;4.84;0.26;-0.01;0.02;-5.63;5605.48;0.17
21646;1086.41;0.06;3.37;-0.09;5.18;3.24;-0.09;4.84;0.26;-0.01;-1.64;-1.67;5605.67;0.19
21647;1086.45;0.05;3.22;-0.15;5.18;3.13;-0.11;4.84;0.24;-0.01;-3.25;-1.60;5605.82;0.14
21648;1086.50;0.05;3.17;-0.05;5.18;3.08;-0.05;4.84;0.25;0.00;-0.97;2.28;5605.97;0.15
21649;1086.55;0.05;3.17;-0.00;5.18;3.10;0.02;4.84;0.27;0.02;-0.09;0.87;5606.13;0.16
21650;1086.60;0.05;3.23;0.06;5.18;3.19;0.10;4.84;0.28;0.02;1.16;1.26;5606.29;0.16
21651;1086.65;0.05;3.48;0.25;5.18;3.38;0.19;4.84;0.29;0.01;4.84;3.67;5606.47;0.18
21652;1086.70;0.05;3.42;-0.05;5.18;3.38;-0.00;4.84;0.28;-0.01;-1.11;-5.95;5606.63;0.16
21653;1086.75;0.05;3.39;-0.03;5.18;3.16;-0.22;4.84;0.25;-0.03;-0.66;0.45;5606.80;0.17
21654;1086.80;0.05;3.12;-0.27;5.18;3.18;0.01;4.84;0.25;-0.01;-5.39;-4.73;5606.96;0.16
21655;1086.85;0.05;3.20;0.08;5.18;3.21;0.04;4.84;0.26;0.01;1.51;6.90;5607.13;0.17
21656;1086.90;0.05;3.30;0.10;5.18;3.35;0.14;4.84;0.27;0.01;2.06;0.55;5607.29;0.16
21657;1086.95;0.05;3.36;0.06;5.18;3.41;0.06;4.84;0.27;-0.01;1.15;-0.91;5607.45;0.16
21658;1087.00;0.05;3.40;0.05;5.18;3.36;-0.05;4.84;0.25;-0.01;0.90;-0.24;5607.62;0.17
21659;1087.06;0.06;3.50;0.10;5.18;3.43;0.07;4.84;0.26;0.00;1.71;0.81;5607.83;0.20
21660;1087.10;0.04;3.48;-0.02;5.18;3.69;0.26;4.84;0.26;-0.00;-0.45;-2.16;5607.97;0.14
21661;1087.15;0.05;3.83;0.35;5.18;3.87;0.18;4.84;0.25;-0.01;6.89;7.34;5608.17;0.20
21662;1087.20;0.05;4.16;0.32;5.18;3.84;-0.03;4.84;0.19;-0.06;6.47;-0.42;5608.37;0.21
21663;1087.25;0.05;3.94;-0.22;5.18;3.77;-0.06;4.84;0.17;-0.02;-4.35;-10.82;5608.57;0.20
21664;1087.30;0.05;4.01;0.07;5.18;3.84;0.07;4.84;0.17;0.00;1.47;5.82;5608.77;0.20
21665;1087.35;0.05;4.10;0.10;5.18;4.09;0.25;4.84;0.19;0.02;1.91;0.44;5608.98;0.21
21666;1087.40;0.05;4.20;0.10;5.18;4.43;0.33;4.84;0.17;-0.02;1.77;-0.14;5609.20;0.23
21667;1087.45;0.05;4.46;0.27;5.18;4.63;0.20;4.84;0.14;-0.03;5.64;3.87;5609.41;0.21
21668;1087.51;0.05;4.74;0.27;5.18;3.84;-0.79;4.84;0.12;-0.02;5.04;-0.60;5609.67;0.26
21669;1087.55;0.04;4.52;-0.21;5.18;3.72;-0.12;4.84;0.12;-0.00;-4.84;-9.88;5609.87;0.20
21670;1087.60;0.05;4.33;-0.20;5.18;3.63;-0.10;4.84;0.14;0.02;-3.85;0.99;5610.09;0.22
21671;1087.65;0.05;3.97;-0.36;5.18;3.89;0.26;4.84;0.18;0.04;-7.29;-3.44;5610.28;0.19
21672;1087.70;0.05;4.05;0.08;5.18;4.12;0.23;4.84;0.21;0.03;1.45;8.74;5610.49;0.21
21673;1087.75;0.05;4.26;0.22;5.18;4.33;0.21;4.84;0.22;0.01;4.51;3.05;5610.70;0.20
21674;1087.80;0.05;4.34;0.08;5.18;4.57;0.25;4.84;0.22;-0.00;1.47;-3.03;5610.92;0.23
21675;1087.85;0.05;4.49;0.15;5.18;4.35;-0.22;4.84;0.18;-0.04;2.96;1.49;5611.15;0.22
21676;1087.90;0.05;4.33;-0.15;5.18;3.95;-0.39;4.84;0.14;-0.03;-3.17;-6.13;5611.36;0.21
21677;1087.95;0.05;4.10;-0.23;5.18;3.69;-0.26;4.84;0.14;-0.01;-4.50;-1.33;5611.57;0.21
21678;1088.00;0.05;4.09;-0.01;5.18;3.62;-0.07;4.84;0.15;0.01;-0.30;4.20;5611.77;0.20
21679;1088.05;0.05;3.83;-0.25;5.18;3.70;0.08;4.84;0.17;0.02;-5.07;-4.77;5611.96;0.19
21680;1088.10;0.05;3.79;-0.04;5.18;3.96;0.26;4.84;0.19;0.02;-0.77;4.30;5612.15;0.19
21681;1088.15;0.05;4.14;0.35;5.18;4.21;0.25;4.84;0.19;0.00;7.12;7.89;5612.35;0.20
21682;1088.20;0.05;4.13;-0.01;5.18;4.04;-0.17;4.84;0.16;-0.03;-0.24;-7.36;5612.56;0.21
21683;1088.25;0.05;4.12;-0.01;5.18;3.75;-0.30;4.84;0.13;-0.03;-0.26;-0.01;5612.77;0.21
21684;1088.30;0.05;3.82;-0.30;5.18;3.72;-0.03;4.84;0.14;0.00;-6.14;-5.88;5612.96;0.19
21685;1088.35;0.05;3.86;0.04;5.18;3.90;0.17;4.84;0.16;0.03;0.79;6.92;5613.15;0.20
21686;1088.40;0.05;4.00;0.15;5.18;4.24;0.35;4.84;0.19;0.02;2.94;2.15;5613.35;0.20
21687;1088.45;0.05;4.37;0.37;5.18;4.50;0.25;4.84;0.16;-0.02;7.01;4.07;5613.59;0.23
21688;1088.50;0.05;4.58;0.21;5.18;3.97;-0.52;4.84;0.14;-0.02;4.51;-2.50;5613.80;0.21
21689;1088.55;0.05;4.40;-0.18;5.18;3.81;-0.17;4.84;0.10;-0.05;-3.59;-8.10;5614.02;0.22
21690;1088.60;0.05;4.29;-0.12;5.18;3.63;-0.17;4.84;0.11;0.01;-2.32;1.27;5614.23;0.21
21691;1088.65;0.05;3.90;-0.39;5.18;3.71;0.07;4.84;0.15;0.04;-7.50;-5.18;5614.43;0.20
21692;1088.70;0.05;3.92;0.03;5.18;3.87;0.16;4.84;0.19;0.04;0.59;8.09;5614.62;0.19
21693;1088.75;0.05;4.01;0.08;5.18;4.13;0.26;4.84;0.22;0.03;1.63;1.04;5614.82;0.20
21694;1088.80;0.05;4.16;0.15;5.18;4.27;0.14;4.84;0.22;-0.00;3.05;1.42;5615.03;0.21
21695;1088.85;0.05;4.46;0.31;5.18;4.52;0.26;4.84;0.20;-0.01;5.77;2.72;5615.27;0.24
21696;1088.90;0.05;4.62;0.15;5.18;4.52;-0.00;4.84;0.18;-0.02;3.14;-2.62;5615.49;0.22
21697;1088.95;0.05;4.58;-0.03;5.18;4.01;-0.51;4.84;0.14;-0.04;-0.62;-3.77;5615.72;0.23
21698;1089.00;0.05;4.33;-0.26;5.18;3.78;-0.22;4.84;0.15;0.01;-5.34;-4.71;5615.93;0.21
21699;1089.06;0.06;3.95;-0.38;5.18;3.77;-0.01;4.84;0.18;0.03;-6.42;-1.08;5616.16;0.23
21700;1089.10;0.04;3.86;-0.09;5.18;3.94;0.16;4.84;0.21;0.03;-2.29;4.13;5616.32;0.16
21701;1089.15;0.05;4.06;0.21;5.18;4.27;0.33;4.84;0.25;0.04;4.08;6.36;5616.53;0.21
21702;1089.20;0.05;4.19;0.12;5.18;4.43;0.16;4.84;0.25;0.00;2.48;-1.59;5616.74;0.21
21703;1089.25;0.05;4.48;0.29;5.18;3.94;-0.49;4.84;0.23;-0.02;5.43;2.95;5616.97;0.24
21704;1089.31;0.05;4.71;0.23;5.18;3.70;-0.24;4.84;0.21;-0.03;4.54;-0.89;5617.21;0.24
21705;1089.35;0.05;4.36;-0.34;5.18;3.51;-0.19;4.84;0.14;-0.07;-7.17;-11.72;5617.42;0.21
21706;1089.40;0.05;4.06;-0.30;5.18;3.68;0.17;4.84;0.12;-0.02;-5.99;1.18;5617.63;0.20
21707;1089.46;0.05;3.95;-0.11;5.18;4.02;0.33;4.84;0.15;0.03;-2.08;3.92;5617.84;0.21
21708;1089.50;0.05;4.21;0.26;5.18;4.18;0.16;4.84;0.16;0.01;5.44;7.51;5618.04;0.20
21709;1089.55;0.05;4.48;0.27;5.18;4.43;0.25;4.84;0.16;0.01;5.54;0.10;5618.26;0.22
21710;1089.60;0.05;4.57;0.10;5.18;4.70;0.27;4.84;0.15;-0.01;2.04;-3.50;5618.47;0.21
21711;1089.65;0.05;4.86;0.29;5.18;4.94;0.25;4.84;0.15;-0.00;5.36;3.33;5618.73;0.26
21712;1089.70;0.05;5.02;0.16;5.18;5.18;0.24;4.84;0.09;-0.05;3.46;-1.90;5618.97;0.23
21713;1089.75;0.05;5.21;0.18;5.18;5.44;0.26;4.84;0.07;-0.02;3.69;0.23;5619.23;0.26
21714;1089.81;0.06;5.45;0.25;5.18;5.70;0.26;4.84;0.05;-0.03;4.40;0.71;5619.53;0.31
21715;1089.85;0.04;5.73;0.27;5.18;5.96;0.26;4.84;0.06;0.01;6.20;1.80;5619.78;0.25
21716;1089.90;0.05;5.87;0.15;5.18;6.23;0.28;4.84;0.03;-0.03;2.95;-3.24;5620.08;0.29
21717;1089.95;0.05;6.27;0.39;5.18;6.40;0.16;4.84;0.00;-0.03;7.86;4.91;5620.39;0.31
21718;1090.00;0.05;6.40;0.14;5.18;6.65;0.26;4.84;0.03;0.03;2.72;-5.15;5620.71;0.32
21719;1090.05;0.05;6.74;0.33;5.18;6.90;0.25;4.84;0.04;0.01;6.67;3.96;5621.05;0.34
21720;1090.10;0.05;6.91;0.18;5.18;7.16;0.26;4.84;0.01;-0.03;3.55;-3.12;5621.39;0.35
21721;1090.15;0.05;7.12;0.20;5.18;7.41;0.25;4.84;0.02;0.01;4.08;0.53;5621.75;0.36
21722;1090.21;0.06;7.39;0.27;5.18;7.66;0.25;4.84;0.03;0.01;4.86;0.78;5622.16;0.41
21723;1090.25;0.05;7.58;0.19;5.18;7.85;0.19;4.84;0.01;-0.01;4.03;-0.83;5622.53;0.36
21724;1090.30;0.05;7.86;0.28;5.18;8.16;0.31;4.84;-0.00;-0.02;6.14;2.12;5622.89;0.36
21725;1090.35;0.05;8.18;0.32;5.18;8.42;0.26;4.84;0.01;0.01;6.35;0.21;5623.30;0.41
21726;1090.40;0.05;8.30;0.12;5.18;8.66;0.24;4.84;0.00;-0.00;2.40;-3.95;5623.72;0.42
21727;1090.45;0.05;8.64;0.34;5.18;8.92;0.26;4.84;-0.00;-0.01;6.66;4.26;5624.16;0.44
21728;1090.50;0.05;8.84;0.20;5.18;9.09;0.17;4.84;-0.02;-0.01;4.15;-2.51;5624.59;0.42
21729;1090.55;0.05;8.93;0.09;5.18;9.35;0.26;4.84;-0.01;0.00;1.80;-2.35;5625.03;0.45
21730;1090.60;0.05;9.32;0.38;5.18;9.68;0.33;4.84;0.01;0.02;7.24;5.45;5625.53;0.49
21731;1090.65;0.05;9.58;0.26;5.18;9.84;0.17;4.84;0.02;0.01;5.51;-1.73;5625.98;0.45
21732;1090.70;0.05;9.78;0.20;5.18;9.90;0.06;4.84;0.01;-0.01;4.08;-1.43;5626.47;0.49
21733;1090.75;0.05;9.95;0.17;5.18;9.56;-0.34;4.84;0.01;-0.00;3.21;-0.86;5626.98;0.52
21734;1090.81;0.05;9.64;-0.30;5.18;9.10;-0.46;4.84;0.00;-0.00;-5.75;-8.96;5627.49;0.51
21735;1090.85;0.04;9.50;-0.14;5.18;8.47;-0.63;4.84;-0.00;-0.01;-3.16;2.59;5627.92;0.43
21736;1090.90;0.05;9.22;-0.28;5.18;7.74;-0.73;4.84;-0.01;-0.01;-5.34;-2.18;5628.41;0.49
21737;1090.95;0.05;9.00;-0.21;5.18;7.12;-0.62;4.84;-0.01;-0.00;-4.57;0.77;5628.83;0.42
21738;1091.00;0.05;8.82;-0.18;5.18;6.56;-0.56;4.84;-0.02;-0.00;-3.58;0.99;5629.27;0.44
21739;1091.05;0.05;8.51;-0.31;5.18;6.38;-0.18;4.84;-0.03;-0.01;-6.17;-2.59;5629.70;0.43
21740;1091.11;0.06;8.31;-0.20;5.18;5.79;-0.59;4.84;-0.04;-0.01;-3.17;3.00;5630.22;0.52
21741;1091.15;0.04;8.08;-0.23;5.18;5.59;-0.20;4.84;-0.04;-0.01;-6.31;-3.13;5630.52;0.30
21742;1091.20;0.05;7.84;-0.24;5.18;5.18;-0.41;4.84;-0.06;-0.02;-4.93;1.38;5630.91;0.38
21743;1091.25;0.05;7.63;-0.21;5.18;5.00;-0.18;4.84;-0.07;-0.01;-4.01;0.92;5631.31;0.40
21744;1091.30;0.05;7.42;-0.21;5.18;4.83;-0.17;4.84;-0.11;-0.04;-4.21;-0.20;5631.67;0.36
21745;1091.35;0.05;7.15;-0.27;5.18;4.73;-0.10;4.84;-0.14;-0.03;-5.44;-1.23;5632.03;0.36
21746;1091.41;0.06;6.95;-0.20;5.18;4.55;-0.18;4.84;-0.17;-0.03;-3.22;2.21;5632.46;0.42
21747;1091.45;0.04;6.59;-0.37;5.18;4.55;0.00;4.84;-0.21;-0.04;-9.65;-6.43;5632.71;0.25
21748;1091.50;0.05;6.62;0.03;5.18;3.97;-0.58;4.84;-0.22;-0.01;0.63;10.29;5633.04;0.34
21749;1091.56;0.06;6.19;-0.42;5.18;3.98;0.01;4.84;-0.25;-0.03;-7.33;-7.96;5633.40;0.36
21750;1091.60;0.04;5.81;-0.38;5.18;4.19;0.21;4.84;-0.30;-0.05;-9.33;-2.01;5633.64;0.24
21751;1091.65;0.05;5.80;-0.01;5.18;4.19;0.00;4.84;-0.32;-0.02;-0.28;9.05;5633.94;0.30
21752;1091.71;0.06;5.37;-0.42;5.18;4.03;-0.16;4.84;-0.35;-0.03;-7.43;-7.15;5634.25;0.31
21753;1091.76;0.05;5.16;-0.21;5.18;3.96;-0.07;4.84;-0.39;-0.04;-3.90;3.53;5634.53;0.28
21754;1091.81;0.04;5.09;-0.07;5.18;4.01;0.06;4.84;-0.42;-0.03;-1.62;2.28;5634.75;0.21
21755;1091.85;0.04;4.78;-0.31;5.18;3.97;-0.05;4.84;-0.45;-0.03;-6.96;-5.34;5634.96;0.21
21756;1091.90;0.05;4.39;-0.39;5.18;3.92;-0.05;4.84;-0.49;-0.04;-7.73;-0.77;5635.18;0.22
21757;1091.95;0.05;4.30;-0.09;5.18;3.68;-0.24;4.84;-0.52;-0.03;-1.76;5.97;5635.40;0.22
21758;1092.00;0.05;4.02;-0.28;5.18;3.27;-0.41;4.84;-0.59;-0.07;-5.75;-3.99;5635.59;0.20
21759;1092.05;0.05;3.79;-0.23;5.18;3.08;-0.19;4.84;-0.65;-0.06;-4.66;1.09;5635.78;0.19
21760;1092.10;0.05;3.65;-0.14;5.18;3.08;0.00;4.84;-0.71;-0.05;-2.77;1.90;5635.97;0.19
21761;1092.15;0.05;3.26;-0.39;5.18;3.08;0.00;4.84;-0.75;-0.04;-7.92;-5.16;5636.13;0.16
21762;1092.20;0.05;3.32;0.06;5.18;3.08;0.00;4.84;-0.78;-0.04;1.13;9.05;5636.30;0.17
21763;1092.25;0.05;3.13;-0.19;5.18;3.08;0.00;4.84;-0.78;0.00;-3.75;-4.88;5636.46;0.16
21764;1092.31;0.05;3.02;-0.11;5.18;3.08;0.00;4.84;-0.76;0.02;-2.09;1.66;5636.62;0.16
21765;1092.35;0.04;3.30;0.28;5.18;3.08;0.00;4.84;-0.69;0.07;6.32;8.41;5636.77;0.15
21766;1092.40;0.06;3.07;-0.23;5.18;3.20;0.12;4.84;-0.55;0.14;-4.25;-10.57;5636.93;0.17
21767;1092.45;0.05;3.15;0.08;5.18;3.18;-0.02;4.84;-0.48;0.07;1.75;6.00;5637.08;0.15
21768;1092.50;0.05;3.18;0.03;5.18;3.20;0.02;4.84;-0.38;0.10;0.53;-1.21;5637.24;0.16
21769;1092.56;0.05;3.40;0.22;5.18;3.21;0.01;4.84;-0.29;0.09;4.05;3.52;5637.42;0.18
21770;1092.60;0.05;3.27;-0.13;5.18;3.23;0.02;4.84;-0.24;0.06;-2.63;-6.69;5637.58;0.16
21771;1092.65;0.05;3.24;-0.03;5.18;3.25;0.02;4.84;-0.20;0.03;-0.69;1.94;5637.73;0.15
21772;1092.70;0.05;3.23;-0.01;5.18;3.19;-0.06;4.84;-0.18;0.02;-0.21;0.48;5637.89;0.16
21773;1092.75;0.05;3.25;0.02;5.18;3.16;-0.03;4.84;-0.18;0.00;0.43;0.65;5638.06;0.17
21774;1092.80;0.05;3.27;0.02;5.18;3.27;0.11;4.84;-0.19;-0.01;0.48;0.04;5638.22;0.16
21775;1092.85;0.05;3.33;0.06;5.18;3.37;0.10;4.84;-0.19;-0.00;1.11;0.63;5638.38;0.17
21776;1092.91;0.06;3.31;-0.02;5.18;3.15;-0.22;4.84;-0.19;0.00;-0.30;-1.41;5638.59;0.20
21777;1092.95;0.04;3.24;-0.07;5.18;3.21;0.06;4.84;-0.20;-0.01;-1.64;-1.33;5638.72;0.13
21778;1093.00;0.05;3.24;-0.01;5.18;3.24;0.03;4.84;-0.21;-0.01;-0.13;1.50;5638.87;0.16
21779;1093.05;0.05;3.40;0.16;5.18;3.37;0.13;4.84;-0.24;-0.03;3.22;3.35;5639.04;0.17
21780;1093.10;0.05;3.75;0.36;5.18;3.56;0.18;4.84;-0.29;-0.05;6.64;3.42;5639.25;0.20
21781;1093.15;0.05;3.65;-0.11;5.18;3.64;0.08;4.84;-0.26;0.03;-2.30;-8.94;5639.41;0.17
21782;1093.20;0.05;3.75;0.11;5.18;3.87;0.24;4.84;-0.24;0.02;2.11;4.41;5639.60;0.19
21783;1093.25;0.05;4.17;0.41;5.18;4.16;0.29;4.84;-0.20;0.04;8.75;6.65;5639.80;0.20
21784;1093.30;0.05;4.17;-0.00;5.18;4.40;0.24;4.84;-0.15;0.05;-0.02;-8.77;5640.02;0.22
21785;1093.35;0.05;4.52;0.36;5.18;4.57;0.17;4.84;-0.13;0.03;7.34;7.36;5640.24;0.22
21786;1093.40;0.05;4.64;0.11;5.18;4.82;0.25;4.84;-0.09;0.03;2.14;-5.21;5640.49;0.24
21787;1093.45;0.05;4.91;0.27;5.18;5.08;0.26;4.84;-0.07;0.02;5.73;3.59;5640.72;0.24
21788;1093.50;0.05;5.06;0.15;5.18;5.35;0.28;4.84;-0.04;0.03;3.04;-2.69;5640.97;0.25
21789;1093.55;0.05;5.42;0.36;5.18;5.58;0.23;4.84;-0.04;0.00;6.74;3.70;5641.26;0.29
21790;1093.60;0.05;5.69;0.27;5.18;5.83;0.25;4.84;-0.04;-0.01;5.68;-1.06;5641.53;0.27
21791;1093.65;0.05;5.94;0.25;5.18;5.99;0.17;4.84;-0.01;0.04;4.79;-0.89;5641.84;0.31
21792;1093.70;0.05;6.08;0.13;5.18;6.25;0.26;4.84;-0.03;-0.02;2.81;-1.98;5642.14;0.29
21793;1093.75;0.05;6.38;0.30;5.18;6.59;0.33;4.84;-0.04;-0.02;6.04;3.23;5642.45;0.32
21794;1093.80;0.05;6.62;0.24;5.18;6.85;0.27;4.84;-0.06;-0.01;4.75;-1.29;5642.79;0.33
21795;1093.85;0.05;6.90;0.29;5.18;7.10;0.25;4.84;-0.06;0.00;5.85;1.10;5643.12;0.34
21796;1093.91;0.06;6.88;-0.02;5.18;7.27;0.17;4.84;-0.05;0.00;-0.36;-6.20;5643.54;0.42
21797;1093.95;0.04;7.13;0.25;5.18;7.51;0.25;4.84;-0.04;0.01;6.17;6.53;5643.84;0.29
21798;1094.00;0.05;7.35;0.21;5.18;6.82;-0.69;4.84;0.00;0.05;4.36;-1.82;5644.20;0.36
21799;1094.05;0.05;7.21;-0.13;5.18;6.32;-0.50;4.84;0.01;0.01;-2.73;-7.09;5644.55;0.35
21800;1094.11;0.06;6.82;-0.39;5.18;6.13;-0.20;4.84;0.02;0.00;-6.58;-3.84;5644.95;0.40
21801;1094.15;0.04;6.73;-0.09;5.18;6.19;0.06;4.84;0.04;0.03;-2.14;4.43;5645.23;0.28
21802;1094.21;0.05;6.42;-0.32;5.18;5.93;-0.26;4.84;0.07;0.02;-5.81;-3.67;5645.59;0.35
21803;1094.25;0.04;6.23;-0.18;5.18;5.79;-0.14;4.84;0.08;0.02;-4.20;1.61;5645.86;0.27
21804;1094.30;0.05;5.94;-0.29;5.18;5.43;-0.36;4.84;0.09;0.01;-5.30;-1.10;5646.18;0.32
21805;1094.35;0.05;5.65;-0.30;5.18;5.15;-0.28;4.84;0.08;-0.02;-6.47;-1.17;5646.44;0.26
21806;1094.40;0.05;5.49;-0.16;5.18;4.81;-0.34;4.84;0.05;-0.02;-3.06;3.41;5646.72;0.28
21807;1094.45;0.05;5.22;-0.27;5.18;4.68;-0.13;4.84;0.03;-0.02;-5.23;-2.17;5646.99;0.27
21808;1094.50;0.05;5.07;-0.15;5.18;4.70;0.02;4.84;0.02;-0.01;-3.22;2.01;5647.23;0.24
21809;1094.55;0.05;4.86;-0.20;5.18;4.71;0.02;4.84;0.00;-0.02;-3.92;-0.70;5647.48;0.25
21810;1094.60;0.05;4.78;-0.08;5.18;4.61;-0.10;4.84;-0.04;-0.05;-1.60;2.32;5647.73;0.24
21811;1094.65;0.05;4.76;-0.03;5.18;4.60;-0.02;4.84;-0.07;-0.02;-0.52;1.08;5647.97;0.24
21812;1094.70;0.05;4.68;-0.07;5.18;4.28;-0.32;4.84;-0.09;-0.02;-1.66;-1.14;5648.18;0.21
21813;1094.75;0.05;4.41;-0.27;5.18;4.04;-0.24;4.84;-0.10;-0.01;-5.31;-3.65;5648.41;0.22
21814;1094.80;0.05;4.23;-0.18;5.18;3.84;-0.20;4.84;-0.11;-0.01;-3.48;1.83;5648.62;0.22
21815;1094.85;0.05;3.95;-0.28;5.18;3.98;0.13;4.84;-0.13;-0.02;-5.69;-2.20;5648.82;0.19
21816;1094.90;0.05;4.16;0.20;5.18;4.18;0.20;4.84;-0.16;-0.03;3.99;9.67;5649.03;0.21
21817;1094.95;0.05;4.38;0.23;5.18;4.45;0.27;4.84;-0.17;-0.01;4.60;0.61;5649.24;0.21
21818;1095.00;0.05;4.64;0.26;5.18;4.29;-0.15;4.84;-0.16;0.00;5.16;0.56;5649.48;0.23
21819;1095.05;0.05;4.29;-0.35;5.18;4.03;-0.26;4.84;-0.14;0.02;-6.42;-11.59;5649.71;0.23
21820;1095.10;0.05;4.21;-0.08;5.18;3.71;-0.32;4.84;-0.13;0.01;-1.58;4.85;5649.92;0.21
21821;1095.15;0.05;3.89;-0.33;5.18;3.85;0.14;4.84;-0.15;-0.02;-6.95;-5.38;5650.10;0.18
21822;1095.20;0.05;4.01;0.13;5.18;4.10;0.25;4.84;-0.20;-0.04;2.56;9.51;5650.30;0.20
21823;1095.25;0.05;4.20;0.18;5.18;4.35;0.25;4.84;-0.20;-0.01;3.58;1.02;5650.51;0.21
21824;1095.30;0.05;4.55;0.36;5.18;4.22;-0.13;4.84;-0.17;0.03;7.32;3.74;5650.73;0.22
21825;1095.35;0.05;4.28;-0.28;5.18;3.95;-0.27;4.84;-0.13;0.04;-5.30;-12.63;5650.96;0.22
21826;1095.40;0.05;4.00;-0.28;5.18;3.68;-0.26;4.84;-0.13;0.00;-5.22;0.09;5651.17;0.21
21827;1095.45;0.05;3.89;-0.11;5.18;3.93;0.24;4.84;-0.16;-0.03;-2.40;2.82;5651.35;0.18
21828;1095.50;0.05;4.14;0.25;5.18;4.19;0.26;4.84;-0.18;-0.03;4.72;7.12;5651.57;0.22
21829;1095.55;0.05;4.52;0.38;5.18;4.34;0.15;4.84;-0.19;-0.00;8.03;3.31;5651.78;0.21
21830;1095.60;0.05;4.60;0.08;5.18;4.68;0.34;4.84;-0.21;-0.02;1.47;-6.55;5652.02;0.24
21831;1095.65;0.05;4.73;0.13;5.18;3.88;-0.81;4.84;-0.22;-0.01;2.75;1.28;5652.24;0.22
21832;1095.70;0.05;4.41;-0.31;5.18;3.74;-0.14;4.84;-0.17;0.05;-6.10;-8.86;5652.47;0.23
21833;1095.75;0.05;4.36;-0.06;5.18;3.69;-0.05;4.84;-0.15;0.02;-1.13;4.97;5652.68;0.21
21834;1095.80;0.05;3.97;-0.39;5.18;3.86;0.17;4.84;-0.16;-0.01;-7.25;-6.11;5652.89;0.21
21835;1095.86;0.05;4.07;0.10;5.18;4.21;0.35;4.84;-0.20;-0.04;1.87;9.11;5653.11;0.22
21836;1095.90;0.04;4.21;0.14;5.18;4.46;0.25;4.84;-0.18;0.02;3.34;1.47;5653.29;0.18
21837;1095.95;0.05;4.48;0.27;5.18;4.70;0.25;4.84;-0.15;0.03;4.94;1.61;5653.53;0.24
21838;1096.00;0.05;4.73;0.26;5.18;4.88;0.17;4.84;-0.12;0.03;5.55;0.61;5653.75;0.22
21839;1096.05;0.05;5.02;0.29;5.18;5.21;0.33;4.84;-0.07;0.05;5.75;0.20;5654.00;0.25
21840;1096.10;0.05;5.12;0.11;5.18;5.37;0.16;4.84;-0.06;0.01;2.13;-3.63;5654.26;0.26
21841;1096.15;0.05;5.45;0.32;5.18;5.64;0.26;4.84;-0.02;0.04;6.44;4.31;5654.53;0.27
21842;1096.20;0.05;5.79;0.35;5.18;5.88;0.25;4.84;-0.05;-0.03;6.97;0.53;5654.82;0.29
21843;1096.25;0.05;5.95;0.16;5.18;6.13;0.25;4.84;-0.05;0.00;3.20;-3.77;5655.12;0.30
21844;1096.30;0.05;6.23;0.28;5.18;6.39;0.26;4.84;-0.02;0.03;5.43;2.23;5655.43;0.32
21845;1096.35;0.05;6.26;0.03;5.18;6.64;0.25;4.84;0.00;0.02;0.51;-4.92;5655.75;0.31
21846;1096.40;0.05;6.56;0.31;5.18;6.89;0.25;4.84;-0.02;-0.02;6.15;5.64;5656.08;0.33
21847;1096.45;0.05;6.89;0.32;5.18;7.08;0.19;4.84;-0.03;-0.01;6.61;0.46;5656.41;0.34
21848;1096.50;0.05;7.02;0.13;5.18;6.33;-0.76;4.84;-0.00;0.03;2.60;-4.01;5656.76;0.35
